Advert Reference,Property Reference,Property Address,Bid Opening Date,Bid Closing Date,Number Of Bedrooms,Number Of Bedspaces,Total Bidders,Successful Bid Points,Ward Code,Ward Name,Lower Super Output Area Code,Lower Super Output Area Name,Easting,Northing,Longitude,Latitude,Location,Spatial Accuracy,Last Uploaded,Organisation URI
197907,20682,"Flat 2, Skipwith House, Portpool Lane, London, EC1N 7UH",20/04/2017,24/04/2017,2,4,444,290,E05000138,Holborn and Covent Garden,E01000917,,531111,181946,-0.111633,51.521222,"(51.521222, -0.111633)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
197654,16153,"Flat 124, Makepeace Mansions, Makepeace Avenue, London, N6 6ER",14/04/2016,18/04/2016,1,2,169,440,E05000137,Highgate,E01000908,,528428,186752,-0.148504,51.565031,"(51.565031, -0.148504)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
286106,30408,"Apartment 502, Charlotte Building, Heritage Lane, London, NW6 2BZ",02/03/2017,06/03/2017,3,5,240,180,E05000145,West Hampstead,E01000973,,525341,184648,-0.193792,51.546814,"(51.546814, -0.193792)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
182767,22885,"Flat 25,Winter Garden House,2 Macklin Street,London,WC2B 5ND",14/04/2016,18/04/2016,1,2,150,385,E05000138,Holborn and Covent Garden,E01000918,,530353,181282,-0.122797,51.51543,"(51.51543, -0.122797)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
104829,164,"10 Elm Friars Walk,London,NW1 9YP",18/05/2017,22/05/2017,1,2,122,275,E05000131,Cantelowes,E01000868,,529967,184226,-0.127272,51.541976,"(51.541976, -0.127272)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
102719,32501,"Flat 77, Walker House, Phoenix Road, London, NW1 1EP",01/06/2017,05/06/2017,1,2,135,600,E05000143,St Pancras and Somers Town,E01000953,,529689,183100,-0.131693,51.531921,"(51.531921, -0.131693)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
195165,41785,"Flat R, Rondu House, Rondu Road, London, NW2 3EY",19/10/2017,23/10/2017,1,2,91,300,E05000132,Fortune Green,E01000872,,524146,185365,-0.210764,51.553521,"(51.553521, -0.210764)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288670,29671,"Flat 12, Tapestry Apartments, 3 Canal Reach, London, N1C 4BA",29/09/2016,03/10/2016,2,4,380,95,E05000143,St Pancras and Somers Town,E01000953,,529910,183793,-0.128227,51.5381,"(51.5381, -0.128227)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
195691,15929,"Flat 12, Radcliffe House, Portpool Lane, London, EC1N 7SN",31/03/2016,04/04/2016,3,5,186,292,E05000138,Holborn and Covent Garden,E01000916,,531127,182012,-0.111378,51.521812,"(51.521812, -0.111378)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
101686,635,"118 Coopers Lane, London, NW1 1HA",28/07/2016,01/08/2016,2,4,481,1020,E05000143,St Pancras and Somers Town,E01000953,,529879,183227,-0.128908,51.533019,"(51.533019, -0.128908)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
181925,35428,"Flat A, 26 Broomsleigh Street, London, NW6 1QH",19/10/2017,23/10/2017,1,2,170,285,E05000132,Fortune Green,E01000876,,525001,184996,-0.198569,51.550016,"(51.550016, -0.198569)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
188317,18640,"Flat 165, Webheath, Netherwood Street, London, NW6 2JT",20/07/2017,24/07/2017,1,1,84,300,E05000140,Kilburn,E01000931,,524951,184391,-0.199505,51.54459,"(51.54459, -0.199505)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
185276,34497,"Flat A, 10 Lyndhurst Road, London, NW3 5PX",01/12/2016,05/12/2016,3,5,394,580,E05000135,Hampstead Town,E01000897,,526756,185336,-0.173149,51.552681,"(51.552681, -0.173149)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288742,28973,"Upper Maisonette, 261 Hampstead Road, London, NW1 3EA",21/07/2016,25/07/2016,3,5,219,450,E05000142,Regent's Park,E01000947,,529134,183130,-0.139653,51.53232,"(51.53232, -0.139653)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
190993,26679,"Flat 4, Cavendish Mansions, Clerkenwell Road, London, EC1R 5DQ",30/06/2016,04/07/2016,1,2,161,530,E05000138,Holborn and Covent Garden,E01000917,,531086,182027,-0.111963,51.521956,"(51.521956, -0.111963)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
198075,22693,"Flat 25, Coram House, Herbrand Street, London, WC1N 1HQ",17/11/2016,21/11/2016,3,5,274,390,E05000129,Bloomsbury,E01000852,,530062,182268,-0.126625,51.524358,"(51.524358, -0.126625)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
286103,30394,"Apartment 502, Lily Building, Heritage Lane, London, NW6 2BZ",02/03/2017,06/03/2017,2,4,376,480,E05000145,West Hampstead,E01000973,,525341,184648,-0.193792,51.546814,"(51.546814, -0.193792)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
106374,31976,"Flat 7, Swallowfield, Munster Square, London, NW1 3PJ",22/09/2016,26/09/2016,2,3,414,430,E05000142,Regent's Park,E01000944,,528885,182517,-0.14349,51.526866,"(51.526866, -0.14349)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288735,29074,"Flat 1, Harcourt House, 111 Belsize Road, London, NW6 4AG",27/10/2016,31/10/2016,2,4,493,450,E05000140,Kilburn,E01000935,,525929,183913,-0.18558,51.540078,"(51.540078, -0.18558)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
192718,7243,"77 Wellesley Road, London, NW5 4PL",08/09/2016,12/09/2016,0,2,134,350,E05000134,Gospel Oak,E01000891,,528185,185192,-0.152602,51.551064,"(51.551064, -0.152602)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
189410,23150,"Flat 26, Webheath, Netherwood Street, London, NW6 2JR",02/03/2017,06/03/2017,2,4,453,550,E05000140,Kilburn,E01000931,,524996,184477,-0.198826,51.545353,"(51.545353, -0.198826)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
102551,21833,"Flat 22, Oakshott Court, Polygon Road, London, NW1 1SS",25/08/2016,29/08/2016,1,2,139,225,E05000143,St Pancras and Somers Town,E01000955,,529636,182996,-0.132494,51.530998,"(51.530998, -0.132494)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
286085,30065,"Flat 2, Newcomen House, York Rise, London, NW5 1DT",22/12/2016,02/01/2017,0,1,115,200,E05000137,Highgate,E01000911,,528829,185891,-0.143063,51.557199,"(51.557199, -0.143063)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
183227,38322,"Flat B,4 Dunollie Road,London,NW5 2XP",18/08/2016,22/08/2016,2,4,539,800,E05000139,Kentish Town,E01000923,,529296,185378,-0.136519,51.552482,"(51.552482, -0.136519)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
102178,15259,"Flat 11, The Chenies, Pancras Road, London, NW1 1UH",03/08/2017,07/08/2017,3,5,212,480,E05000143,St Pancras and Somers Town,E01000953,,529770,183367,-0.130401,51.534304,"(51.534304, -0.130401)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
103180,22381,"Flat 24,Clarendon House,Werrington Street,London,NW1 1PL",18/02/2016,22/02/2016,2,3,378,430,E05000143,St Pancras and Somers Town,E01000954,,529449,183144,-0.135134,51.532371,"(51.532371, -0.135134)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
180994,21432,"Flat 21, Museum Chambers, Bury Place, London, WC1A 2LH",11/05/2017,15/05/2017,3,4,227,325,E05000138,Holborn and Covent Garden,E01000918,,530240,181570,-0.124319,51.518045,"(51.518045, -0.124319)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
108577,18341,"Flat 16, Grisedale, Cumberland Market, London, NW1 3QE",11/05/2017,15/05/2017,4,6,94,505,E05000142,Regent's Park,E01000951,,529051,182791,-0.140998,51.52929,"(51.52929, -0.140998)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288669,29663,"Flat 3, Tapestry Apartments, 3 Canal Reach, London, N1C 4BA",29/09/2016,03/10/2016,3,5,247,450,E05000143,St Pancras and Somers Town,E01000953,,529910,183793,-0.128227,51.5381,"(51.5381, -0.128227)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
101866,25356,"Flat 33, Mexborough, Pratt Street, London, NW1 0BL",03/03/2016,07/03/2016,0,1,159,225,E05000143,St Pancras and Somers Town,E01000959,,529155,183726,-0.139157,51.537669,"(51.537669, -0.139157)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
180019,7399,"8 Ingham Road, London, NW6 1DE",29/09/2016,03/10/2016,6,12,5,405,E05000132,Fortune Green,E01000877,,525213,185611,-0.195295,51.555496,"(51.555496, -0.195295)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
189024,30311,"Flat 6,Brampton House,Red Lion Square,London,WC1R 4RA",10/08/2017,14/08/2017,2,0,371,810,E05000138,Holborn and Covent Garden,E01000914,,530671,181696,-0.118064,51.519077,"(51.519077, -0.118064)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
104323,41612,"Flat Ground Floor,6 St Martin's Close,London,NW1 0HR",29/09/2016,03/10/2016,1,2,239,605,E05000130,Camden Town with Primrose Hill,E01000861,,529165,183828,-0.138976,51.538583,"(51.538583, -0.138976)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288710,29252,"1 Holsworthy Square, London, WC1X 0AU",02/06/2016,06/06/2016,1,2,92,120,E05000138,Holborn and Covent Garden,E01000917,,530967,182108,-0.113647,51.522711,"(51.522711, -0.113647)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
180264,32294,"Flat 73, Wendling, Haverstock Road, London, NW5 4QU",18/05/2017,22/05/2017,2,4,401,800,E05000134,Gospel Oak,E01000890,,527998,185204,-0.155293,51.551214,"(51.551214, -0.155293)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
195679,31662,"Flat 7,Chenies Street Chambers,9 Chenies Street,London,WC1E 7ET",25/05/2017,29/05/2017,0,2,116,210,E05000129,Bloomsbury,E01000854,,529638,181890,-0.132872,51.521059,"(51.521059, -0.132872)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288733,29075,"Flat 23, Hill Wood House, 1 Polygon Road, London, NW1 1QH",19/05/2016,23/05/2016,2,4,298,600,E05000143,St Pancras and Somers Town,E01000955,,529512,183015,-0.134274,51.531198,"(51.531198, -0.134274)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
194268,34848,"Flat A,14 Gillies Street,London,NW5 4DL",19/05/2016,23/05/2016,1,2,197,385,E05000134,Gospel Oak,E01000889,,528456,185155,-0.148709,51.55067,"(51.55067, -0.148709)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
191038,5044,"41 Galsworthy Road, London, NW2 2SG",08/12/2016,12/12/2016,2,3,535,375,,,,,,,,,,No Spatial Information Available,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
191087,21652,"Flat 22, Boswell House, Boswell Street, London, WC1N 3PR",17/03/2016,21/03/2016,2,3,502,490,E05000138,Holborn and Covent Garden,E01000915,,530478,181851,-0.120786,51.520515,"(51.520515, -0.120786)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
189570,20674,"Flat 2, Shene House, Portpool Lane, London, EC1N 7UE",25/08/2016,29/08/2016,1,2,122,195,E05000138,Holborn and Covent Garden,E01000914,,531066,181933,-0.112286,51.521116,"(51.521116, -0.112286)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
189408,29341,"Flat 52, Bacton, Haverstock Road, London, NW5 4PU",18/02/2016,22/02/2016,1,2,125,390,E05000134,Gospel Oak,E01000890,,528055,185334,-0.154424,51.55237,"(51.55237, -0.154424)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
192281,24504,"Flat 3, Stedham Chambers, Coptic Street, London, WC1A 1NL",14/04/2016,18/04/2016,1,2,137,450,E05000138,Holborn and Covent Garden,E01000918,,530087,181523,-0.12654,51.517657,"(51.517657, -0.12654)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
286072,29893,"Flat Ground Floor, 64 Warren Street, London, W1T 5NZ",17/11/2016,21/11/2016,2,3,327,505,E05000129,Bloomsbury,E01000854,,529184,182244,-0.139257,51.524346,"(51.524346, -0.139257)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
105437,16408,"Flat 13, Dalehead, Harrington Square, London, NW1 2JL",02/03/2017,06/03/2017,2,4,335,650,E05000143,St Pancras and Somers Town,E01000954,,529199,183130,-0.138742,51.532303,"(51.532303, -0.138742)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
191460,19524,"Flat 18,Tiptree,Castlehaven Road,London,NW1 8TL",03/08/2017,07/08/2017,0,1,97,200,E05000130,Camden Town with Primrose Hill,E01000858,,528746,184480,-0.144776,51.544538,"(51.544538, -0.144776)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288622,30214,"Flat C, 35 Acton Street, London, WC1X 9LZ",25/05/2017,29/05/2017,3,5,226,305,E05000141,King's Cross,E01000938,,530662,182725,-0.117812,51.528327,"(51.528327, -0.117812)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
104727,4119,"32 Broadfield Lane,London,NW1 9YJ",18/05/2017,22/05/2017,0,1,94,165,E05000131,Cantelowes,E01000868,,530011,184240,-0.126632,51.542092,"(51.542092, -0.126632)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
190059,30631,"Flat 6, Rodmell, Regent Square, London, WC1H 8HX",12/10/2017,16/10/2017,1,0,134,200,E05000141,King's Cross,E01000941,,530393,182597,-0.121735,51.527239,"(51.527239, -0.121735)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288781,29287,"Flat 78, Rubicon Court, 3 York Way, London, N1C 4AF",21/01/2016,25/01/2016,2,3,353,830,E05000143,St Pancras and Somers Town,E01000953,,530229,183840,-0.123639,51.538447,"(51.538447, -0.123639)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
184898,33048,"Flat 8, Springwater, New North Street, London, WC1N 3PH",27/07/2017,31/07/2017,2,0,328,500,E05000138,Holborn and Covent Garden,E01000915,,530519,181854,-0.120195,51.520532,"(51.520532, -0.120195)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
185721,33469,"Flat 87, Southfleet, Malden Road, London, NW5 4DE",27/07/2017,31/07/2017,1,2,109,385,E05000136,Haverstock,E01000905,,528175,184780,-0.152896,51.547364,"(51.547364, -0.152896)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
105267,22278,"Flat 23, Woollett Court, St Pancras Way, London, NW1 9HT",25/05/2017,29/05/2017,0,1,99,170,E05000131,Cantelowes,E01000867,,529375,184263,-0.13579,51.542444,"(51.542444, -0.13579)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
193648,35509,"Flat A, 28 Oseney Crescent, London, NW5 2AU",08/09/2016,12/09/2016,1,1,157,250,E05000131,Cantelowes,E01000870,,529496,184836,-0.133835,51.547566,"(51.547566, -0.133835)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
191853,3649,"29 Dobson Close, London, NW6 4RT",20/07/2017,24/07/2017,1,2,101,350,E05000144,Swiss Cottage,E01000961,,526592,184202,-0.175921,51.542527,"(51.542527, -0.175921)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288718,29146,"Flat 84, Beaufort Court, 65 Maygrove Road, London, NW6 2DA",22/09/2016,26/09/2016,1,2,89,475,E05000132,Fortune Green,E01000876,,524935,184792,-0.199593,51.548198,"(51.548198, -0.199593)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
286123,30770,"Flat 3, Pooja Court, Agar Grove, London, NW1 9EN",20/04/2017,24/04/2017,1,2,127,250,E05000131,Cantelowes,E01000867,,529421,184255,-0.13513,51.542362,"(51.542362, -0.13513)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
183873,4274,"33 Wellesley Road, London, NW5 4PN",09/11/2017,13/11/2017,1,2,88,330,E05000134,Gospel Oak,E01000891,,528185,185192,-0.152602,51.551064,"(51.551064, -0.152602)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288763,28676,"Flat 3, Princes Park Apartments North, 52 Prince Of Wales Road, London, NW5 3LN",11/02/2016,15/02/2016,2,4,352,585,E05000136,Haverstock,E01000901,,528577,184740,-0.147117,51.546913,"(51.546913, -0.147117)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
101287,31616,"Flat 7,Branscombe,Plender Street,London,NW1 0DB",22/06/2017,26/06/2017,0,1,91,225,E05000143,St Pancras and Somers Town,E01000959,,529402,183649,-0.135626,51.53692,"(51.53692, -0.135626)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
288576,30780,"Flat 50, Derby Lodge, Wicklow Street, London, WC1X 9LG",11/05/2017,15/05/2017,1,1,91,150,E05000141,King's Cross,E01000938,,530735,182887,-0.1167,51.529766,"(51.529766, -0.1167)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
191572,7914,"91 Westcroft Close, London, NW2 2RS",28/07/2016,01/08/2016,4,6,106,1080,E05000132,Fortune Green,E01000871,,524219,185640,-0.209614,51.555977,"(51.555977, -0.209614)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
187265,40685,"Flat D,11 Sherriff Road,London,NW6 2AS",23/02/2017,27/02/2017,1,2,145,350,E05000145,West Hampstead,E01000973,,525350,184565,-0.193692,51.546066,"(51.546066, -0.193692)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
183530,14231,"Flat 10, Flaxman Court, Flaxman Terrace, London, WC1H 9AS",18/08/2016,22/08/2016,1,2,125,400,E05000141,King's Cross,E01000942,,529966,182634,-0.127873,51.527669,"(51.527669, -0.127873)",Postcode Level,03/01/2018,http://opendatacommunities.org/id/london-borough-council/camden
